age,workclass,education,education-num,marital-status,occupation,relationship,race,sex,capitalgain,capitalloss,hoursperweek,native-country,income
3,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,2,United-States,<=50K
0,,HS-grad,9,Married-civ-spouse,,Wife,White,Female,0,0,2,Mexico,<=50K
1,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,3,2,United-States,>50K
3,Local-gov,Assoc-voc,11,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,2,United-States,>50K
1,Self-emp-not-inc,Masters,14,Separated,Tech-support,Not-in-family,White,Female,0,0,1,United-States,<=50K
1,Self-emp-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,3,United-States,>50K
3,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,>50K
2,Private,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,2,United-States,>50K
3,State-gov,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,3,United-States,<=50K
2,Private,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,White,Female,0,0,2,United-States,<=50K
2,Private,10th,6,Never-married,Other-service,Unmarried,White,Female,0,0,1,Mexico,<=50K
1,Local-gov,Some-college,10,Never-married,Adm-clerical,Unmarried,White,Female,0,0,0,United-States,<=50K
3,,Some-college,10,Never-married,,Not-in-family,White,Male,3,0,3,United-States,>50K
0,,Some-college,10,Never-married,,Own-child,White,Female,0,0,0,United-States,<=50K
4,Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,2,Canada,<=50K
3,Private,HS-grad,9,Separated,Prof-specialty,Other-relative,Other,Female,0,0,2,Puerto-Rico,<=50K
1,Private,Some-college,10,Married-civ-spouse,Other-service,Wife,White,Female,0,0,2,United-States,>50K
0,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,Columbia,<=50K
2,Local-gov,Bachelors,13,Separated,Prof-specialty,Unmarried,White,Female,0,0,2,United-States,<=50K
4,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,2,United-States,>50K
4,,7th-8th,4,Divorced,,Not-in-family,White,Male,0,0,0,United-States,<=50K
4,Private,7th-8th,4,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,3,United-States,>50K
1,Private,Some-college,10,Married-spouse-absent,Transport-moving,Not-in-family,White,Female,0,0,2,United-States,<=50K
4,,Bachelors,13,Widowed,,Not-in-family,White,Female,0,0,2,United-States,<=50K
2,Self-emp-inc,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Other-relative,White,Male,0,0,3,United-States,>50K
1,Private,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,3,United-States,<=50K
0,Private,12th,8,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,1,United-States,<=50K
2,Federal-gov,Some-college,10,Divorced,Exec-managerial,Unmarried,White,Male,0,0,3,United-States,>50K
2,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,3,United-States,<=50K
4,Private,HS-grad,9,Widowed,Adm-clerical,Unmarried,White,Female,0,0,2,United-States,<=50K
3,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,2,United-States,>50K
0,,HS-grad,9,Separated,,Own-child,White,Male,0,0,0,United-States,<=50K
3,State-gov,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,2,United-States,>50K
2,Federal-gov,Some-college,10,Divorced,Adm-clerical,Unmarried,Black,Female,0,0,2,United-States,<=50K
0,Private,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,0,United-States,<=50K
1,Private,Assoc-voc,11,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,2,United-States,<=50K
3,Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,3,United-States,>50K
3,Local-gov,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,2,0,2,United-States,>50K
2,Private,10th,6,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,2,United-States,<=50K
0,Private,Bachelors,13,Never-married,Tech-support,Not-in-family,White,Female,0,0,2,United-States,<=50K
2,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,2,United-States,<=50K
1,,Some-college,10,Married-civ-spouse,,Wife,White,Female,0,0,1,United-States,<=50K
4,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,1,United-States,<=50K
3,State-gov,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,2,United-States,<=50K
2,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,4,United-States,>50K
0,Private,HS-grad,9,Never-married,Farming-fishing,Own-child,White,Male,0,0,1,United-States,<=50K
1,Private,HS-grad,9,Married-civ-spouse,Sales,Wife,White,Female,0,0,0,United-States,<=50K
3,Private,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,2,United-States,<=50K
3,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,2,United-States,<=50K
2,Self-emp-not-inc,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,4,0,2,United-States,>50K
1,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,>50K
2,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,2,Philippines,>50K
1,Private,Some-college,10,Divorced,Other-service,Not-in-family,White,Female,0,0,0,United-States,<=50K
0,,Some-college,10,Never-married,,Not-in-family,White,Male,0,0,2,United-States,<=50K
2,Private,Some-college,10,Divorced,Tech-support,Not-in-family,White,Female,0,0,2,United-States,<=50K
2,Self-emp-not-inc,Assoc-voc,11,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,0,United-States,<=50K
1,Private,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,2,0,1,United-States,<=50K
1,Private,11th,7,Married-spouse-absent,Sales,Own-child,Asian-Pac-Islander,Male,0,0,1,India,<=50K
2,Private,HS-grad,9,Divorced,Sales,Unmarried,White,Female,0,0,2,United-States,<=50K
0,Private,HS-grad,9,Never-married,Adm-clerical,Own-child,Black,Female,0,0,0,United-States,<=50K
1,Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,4,0,3,United-States,>50K
0,Private,1st-4th,2,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,3,Mexico,<=50K
2,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,2,United-States,<=50K
0,Private,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,1,United-States,<=50K
4,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,4,United-States,<=50K
0,Private,Bachelors,13,Separated,Exec-managerial,Not-in-family,White,Female,0,0,2,United-States,<=50K
2,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,2,United-States,<=50K
3,Private,Bachelors,13,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,1,United-States,<=50K
2,Private,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,2,United-States,<=50K
3,Private,HS-grad,9,Never-married,Sales,Not-in-family,White,Male,0,4,3,United-States,>50K
0,Private,Bachelors,13,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,1,United-States,<=50K
2,Private,Prof-school,15,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,2,,<=50K
0,Private,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,0,0,3,United-States,<=50K
4,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,0,United-States,<=50K
2,Local-gov,Masters,14,Divorced,Prof-specialty,Unmarried,White,Female,0,0,2,United-States,<=50K
1,Self-emp-not-inc,Some-college,10,Never-married,Craft-repair,Own-child,White,Male,0,0,3,United-States,<=50K
3,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,4,0,2,United-States,>50K
1,Local-gov,HS-grad,9,Never-married,Handlers-cleaners,Own-child,Amer-Indian-Eskimo,Male,0,0,1,United-States,<=50K
2,,HS-grad,9,Divorced,,Not-in-family,Black,Female,0,0,1,United-States,<=50K
4,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,4,0,2,United-States,>50K
0,Private,HS-grad,9,Divorced,Protective-serv,Own-child,White,Female,0,2,2,United-States,<=50K
0,,Bachelors,13,Married-civ-spouse,,Husband,White,Male,0,0,3,United-States,<=50K
1,Local-gov,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,3,United-States,<=50K
3,Private,Some-college,10,Divorced,Other-service,Unmarried,White,Female,0,0,2,United-States,<=50K
3,Private,Assoc-acdm,12,Divorced,Sales,Unmarried,White,Female,0,0,2,United-States,<=50K
4,Private,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,2,United-States,<=50K
4,Private,HS-grad,9,Widowed,Other-service,Unmarried,White,Female,0,0,2,United-States,<=50K
2,Federal-gov,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,3,United-States,>50K
0,Private,Bachelors,13,Never-married,Exec-managerial,Unmarried,White,Male,0,0,2,United-States,>50K
1,Local-gov,HS-grad,9,Divorced,Farming-fishing,Own-child,Asian-Pac-Islander,Male,0,0,3,United-States,<=50K
3,Private,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,2,United-States,>50K
3,Private,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,4,0,3,United-States,>50K
0,Private,11th,7,Never-married,Adm-clerical,Other-relative,White,Female,0,0,0,United-States,<=50K
0,Private,10th,6,Never-married,Prof-specialty,Unmarried,Black,Female,0,0,2,United-States,<=50K
2,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,2,United-States,>50K
2,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,2,0,3,United-States,>50K
4,Private,12th,8,Widowed,Other-service,Unmarried,Black,Female,0,0,2,United-States,<=50K
2,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,2,United-States,<=50K
1,Private,7th-8th,4,Never-married,Machine-op-inspct,Not-in-family,Other,Female,0,0,2,Mexico,<=50K
0,Federal-gov,Some-college,10,Never-married,Tech-support,Not-in-family,White,Male,0,0,2,United-States,<=50K
4,Self-emp-not-inc,5th-6th,3,Married-civ-spouse,Farming-fishing,Husband,White,Male,1,0,1,United-States,<=50K
2,Private,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,2,United-States,<=50K
1,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,<=50K
0,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,2,United-States,>50K
2,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,3,United-States,<=50K
1,Local-gov,10th,6,Never-married,Transport-moving,Other-relative,White,Male,0,2,2,United-States,<=50K
1,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Sales,Own-child,White,Male,0,0,0,United-States,<=50K
3,Self-emp-not-inc,HS-grad,9,Divorced,Other-service,Unmarried,White,Female,0,0,2,United-States,<=50K
1,Private,HS-grad,9,Never-married,Exec-managerial,Own-child,White,Female,0,0,2,United-States,<=50K
1,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,<=50K
0,Private,Assoc-voc,11,Never-married,Other-service,Own-child,White,Male,0,0,0,United-States,<=50K
2,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,0,United-States,>50K
3,Private,Some-college,10,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,2,United-States,>50K
1,Private,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,2,United-States,<=50K
3,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,3,0,3,United-States,>50K
0,Private,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,2,United-States,<=50K
2,Federal-gov,Bachelors,13,Married-civ-spouse,Adm-clerical,Wife,Asian-Pac-Islander,Female,0,0,2,Philippines,>50K
4,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,2,United-States,>50K
1,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,2,United-States,>50K
0,Private,Some-college,10,Never-married,Sales,Not-in-family,White,Male,0,0,2,United-States,<=50K
4,Private,12th,8,Married-civ-spouse,Sales,Husband,White,Male,0,0,2,United-States,>50K
1,Private,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,0,0,2,United-States,<=50K
0,State-gov,Assoc-acdm,12,Never-married,Tech-support,Own-child,White,Male,0,0,0,United-States,<=50K
2,Private,HS-grad,9,Divorced,Other-service,Unmarried,White,Female,0,0,1,United-States,<=50K
1,Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,Asian-Pac-Islander,Male,0,0,1,South,<=50K
2,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,3,United-States,>50K
2,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,2,,>50K
3,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,Asian-Pac-Islander,Male,0,0,0,Philippines,<=50K
2,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,2,United-States,<=50K
2,Private,HS-grad,9,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,2,United-States,<=50K
4,,HS-grad,9,Married-civ-spouse,,Husband,White,Male,0,0,3,United-States,>50K
1,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,2,United-States,<=50K
1,Private,Some-college,10,Never-married,Craft-repair,Unmarried,Black,Male,0,0,2,United-States,<=50K
0,Private,Some-college,10,Never-married,Prof-specialty,Own-child,White,Female,0,0,1,United-States,<=50K
4,State-gov,1st-4th,2,Widowed,Other-service,Not-in-family,White,Female,0,0,0,United-States,<=50K
2,Private,Bachelors,13,Married-civ-spouse,Tech-support,Husband,Asian-Pac-Islander,Male,1,0,2,,<=50K
2,Private,10th,6,Divorced,Machine-op-inspct,Not-in-family,Asian-Pac-Islander,Female,0,0,2,Portugal,<=50K
0,Private,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,2,United-States,<=50K
1,Local-gov,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,<=50K
1,Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,2,United-States,<=50K
3,Private,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,0,0,2,United-States,<=50K
2,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,3,United-States,<=50K
1,Private,HS-grad,9,Never-married,Transport-moving,Not-in-family,White,Male,0,0,4,United-States,<=50K
4,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,1,0,3,Cuba,<=50K
4,Private,HS-grad,9,Widowed,Other-service,Unmarried,White,Female,0,0,1,,<=50K
2,State-gov,Some-college,10,Divorced,Adm-clerical,Own-child,White,Female,0,0,2,United-States,<=50K
2,Private,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,1,United-States,<=50K
3,,HS-grad,9,Married-spouse-absent,,Unmarried,White,Female,0,0,1,United-States,<=50K
3,Private,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,White,Female,0,0,2,Scotland,<=50K
4,Private,HS-grad,9,Divorced,Sales,Not-in-family,White,Female,0,0,1,United-States,<=50K
0,Private,12th,8,Never-married,Other-service,Own-child,White,Male,0,0,2,El-Salvador,<=50K
2,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,3,United-States,>50K
2,Self-emp-not-inc,Some-college,10,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,0,United-States,<=50K
1,Private,7th-8th,4,Separated,Craft-repair,Not-in-family,White,Female,0,0,2,United-States,<=50K
1,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,1,United-States,<=50K
3,Local-gov,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,2,United-States,<=50K
0,Private,Some-college,10,Never-married,Sales,Own-child,White,Male,0,0,1,United-States,<=50K
4,Private,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,3,United-States,>50K
3,Federal-gov,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,2,United-States,>50K
3,Private,5th-6th,3,Married-civ-spouse,Craft-repair,Other-relative,White,Female,0,0,2,United-States,<=50K
4,Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,2,United-States,<=50K
2,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,3,United-States,>50K
2,,7th-8th,4,Divorced,,Not-in-family,Amer-Indian-Eskimo,Male,0,0,3,United-States,<=50K
1,Local-gov,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,<=50K
3,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,2,United-States,>50K
4,State-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,2,United-States,<=50K
4,Local-gov,HS-grad,9,Widowed,Other-service,Unmarried,White,Female,0,0,1,United-States,<=50K
4,Local-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,2,United-States,>50K
0,Federal-gov,Some-college,10,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,2,United-States,<=50K
3,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,4,0,3,United-States,>50K
0,Private,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,0,United-States,<=50K
3,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,3,United-States,<=50K
4,Local-gov,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,2,United-States,<=50K
3,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Adm-clerical,Wife,White,Female,4,0,1,United-States,>50K
4,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,2,United-States,<=50K
0,Private,Some-college,10,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,2,United-States,<=50K
1,Self-emp-not-inc,Bachelors,13,Never-married,Craft-repair,Not-in-family,White,Male,0,0,3,United-States,<=50K
2,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,4,0,3,United-States,>50K
4,Federal-gov,Some-college,10,Widowed,Prof-specialty,Unmarried,Amer-Indian-Eskimo,Female,0,0,2,United-States,<=50K
0,,Some-college,10,Never-married,,Own-child,White,Female,0,2,1,United-States,<=50K
0,Private,12th,8,Never-married,Adm-clerical,Own-child,White,Female,0,0,1,United-States,<=50K
2,Private,Some-college,10,Divorced,Exec-managerial,Other-relative,White,Female,0,0,2,United-States,<=50K
2,Local-gov,Some-college,10,Never-married,Prof-specialty,Other-relative,White,Male,0,0,0,United-States,<=50K
0,Private,Some-college,10,Never-married,Sales,Own-child,Asian-Pac-Islander,Male,0,0,0,Vietnam,<=50K
2,Private,HS-grad,9,Divorced,Handlers-cleaners,Not-in-family,Black,Male,0,0,1,United-States,<=50K
0,Private,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0,1,Canada,<=50K
4,Local-gov,Doctorate,16,Widowed,Prof-specialty,Unmarried,White,Female,0,0,2,Iran,<=50K
2,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,<=50K
1,Private,Assoc-voc,11,Never-married,Tech-support,Not-in-family,White,Male,0,0,2,United-States,<=50K
0,Private,HS-grad,9,Never-married,Sales,Own-child,White,Female,0,0,0,United-States,<=50K
4,Private,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Female,0,0,2,United-States,<=50K
0,Private,HS-grad,9,Never-married,Sales,Own-child,Other,Male,0,0,2,Puerto-Rico,<=50K
0,Private,Assoc-acdm,12,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,1,United-States,<=50K
0,Private,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,2,United-States,<=50K
2,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,2,United-States,>50K
0,Private,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,0,United-States,<=50K
3,Private,HS-grad,9,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,2,United-States,<=50K
2,Local-gov,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,3,United-States,<=50K
0,Private,10th,6,Never-married,Other-service,Own-child,White,Female,0,0,0,United-States,<=50K
2,Private,Some-college,10,Married-spouse-absent,Sales,Unmarried,Black,Female,0,0,2,United-States,<=50K
1,Private,Some-college,10,Never-married,Exec-managerial,Own-child,White,Female,0,0,2,United-States,<=50K
4,Self-emp-not-inc,1st-4th,2,Divorced,Craft-repair,Not-in-family,White,Female,0,0,1,United-States,<=50K
0,Private,12th,8,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,2,El-Salvador,<=50K
4,Private,HS-grad,9,Divorced,Other-service,Not-in-family,White,Female,0,0,0,United-States,<=50K
2,Private,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,0,0,2,United-States,<=50K
0,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,2,United-States,>50K
3,Private,HS-grad,9,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,0,United-States,<=50K
2,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,2,Ecuador,<=50K
2,Local-gov,Assoc-voc,11,Divorced,Protective-serv,Own-child,White,Female,0,0,2,Cuba,<=50K
3,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,1,0,2,United-States,>50K
2,Self-emp-inc,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,3,0,2,United-States,>50K
2,Federal-gov,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,2,United-States,<=50K
0,Private,HS-grad,9,Never-married,Priv-house-serv,Not-in-family,White,Female,0,0,2,United-States,<=50K
4,Private,HS-grad,9,Widowed,Tech-support,Not-in-family,White,Female,0,0,0,United-States,<=50K
0,Private,Some-college,10,Never-married,Exec-managerial,Own-child,White,Male,0,0,0,United-States,<=50K
4,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,3,United-States,<=50K
3,Private,Assoc-voc,11,Separated,Prof-specialty,Not-in-family,White,Male,0,0,2,United-States,<=50K
2,Private,Assoc-voc,11,Divorced,Craft-repair,Not-in-family,White,Male,0,0,1,United-States,<=50K
4,Private,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,3,Outlying-US(Guam-USVI-etc),<=50K
4,Private,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,2,0,3,United-States,>50K
3,Private,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,2,United-States,<=50K
4,Private,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,2,United-States,<=50K
4,,Bachelors,13,Married-civ-spouse,,Husband,White,Male,4,0,2,United-States,>50K
0,,10th,6,Never-married,,Own-child,White,Female,0,0,2,United-States,<=50K
0,Private,11th,7,Never-married,Farming-fishing,Own-child,White,Male,0,0,1,United-States,<=50K
1,Private,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,4,United-States,<=50K
2,Private,HS-grad,9,Separated,Prof-specialty,Unmarried,Amer-Indian-Eskimo,Female,0,0,2,United-States,<=50K
1,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,3,United-States,<=50K
2,Private,Some-college,10,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,2,United-States,<=50K
2,Private,11th,7,Divorced,Transport-moving,Not-in-family,White,Male,0,4,4,United-States,>50K
4,Private,7th-8th,4,Married-civ-spouse,Other-service,Wife,White,Female,0,0,4,United-States,<=50K
2,Private,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,2,United-States,<=50K
3,Local-gov,Doctorate,16,Divorced,Prof-specialty,Not-in-family,White,Female,4,0,2,United-States,>50K
2,Private,HS-grad,9,Divorced,Sales,Unmarried,White,Female,0,0,2,United-States,<=50K
1,Private,Some-college,10,Never-married,Sales,Not-in-family,White,Female,0,0,2,United-States,<=50K
3,Local-gov,9th,5,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,<=50K
2,State-gov,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Female,0,0,0,United-States,<=50K
1,Private,Bachelors,13,Never-married,Craft-repair,Own-child,White,Male,0,0,2,United-States,<=50K
0,Private,Some-college,10,Never-married,Craft-repair,Own-child,White,Male,0,0,2,United-States,<=50K
2,Private,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,0,0,2,United-States,<=50K
3,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,2,United-States,<=50K
4,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,2,United-States,<=50K
1,,12th,8,Separated,,Unmarried,Black,Female,0,0,3,United-States,<=50K
1,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,3,United-States,>50K
1,Private,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,2,Mexico,<=50K
3,Private,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,3,0,2,United-States,>50K
1,Private,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,2,United-States,<=50K
0,Private,Some-college,10,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,2,United-States,<=50K
2,Private,10th,6,Divorced,Machine-op-inspct,Not-in-family,Black,Female,0,0,2,United-States,<=50K
2,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,4,United-States,<=50K
0,Local-gov,HS-grad,9,Never-married,Transport-moving,Own-child,White,Male,0,0,2,United-States,<=50K
2,Private,9th,5,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,0,2,United-States,<=50K
0,Private,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,3,United-States,<=50K
2,Private,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,0,0,2,United-States,<=50K
4,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,0,United-States,<=50K
2,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,2,2,United-States,>50K
2,Federal-gov,HS-grad,9,Never-married,Transport-moving,Unmarried,Asian-Pac-Islander,Female,0,0,2,United-States,<=50K
4,,5th-6th,3,Married-civ-spouse,,Husband,White,Male,0,0,3,United-States,<=50K
2,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,3,,<=50K
3,State-gov,Masters,14,Divorced,Prof-specialty,Not-in-family,Asian-Pac-Islander,Female,0,0,2,United-States,<=50K
1,Private,Doctorate,16,Never-married,Adm-clerical,Own-child,White,Male,0,0,0,United-States,<=50K
